"Nice, but display quality could be better, battery discharges too early maybe due to TFT display. Other features are good. Good for studies and work with multi-tasking. Speakers are good enough, camera decent as a tablet. No complaints on UI it's the new version I recently upgraded to one UI 6.1 Android 14. Dex mode is great. That's all.",1
"Does not light well. Too small for paperback or hardcover. Only for paperback.",1
"Received the mural. It came in four separate panels. Three of them match, but the last panel doesn’t match—the trees line up, but the sky is a different color. Because of this, it looks cheap. I’m very disappointed.",1 
"Not as described. Wasn’t what I thought it was."0 
"Instructions for application were not accurate. Panels do not match up no matter what you try. Buyer beware. Wallpaper is pretty but useless to me now.",1 
"Never got it I got ripped off I have no reviews except I'm very disappointed",0 30."Absolutely love this wallpaper. Easy to apply and the design was even better in person. We are using this wallpaper in our daughters nursery and I love the feel it gives the room. Makes the 3am feeds more fun!",1 
"Easy to apply and looks amazing!",0 
"Good quality product would recommend",0
"Delighted with my new lamp, looks great on the wall.",0 
"Exactly as pictured and nicely made.",0 
"Great clock! Took a while to work its way through the mail but Sol had good customer service and quick replies to questions.",1 
"Great clock! Took a while to work its way through the mail but Sol had good customer service and quick replies to questions.",1 
"A lovely clock. A great idea. I purchased a white face, black hands & numbers with red hanging man. The quality is first class ✨️ Very happy with my purchase and I highly recommend 👌 Excellent customer service and support 👏.",1 
"This is an adorable little clock. I love watching the hanging man going around on the hands. Excellent customer service; seller was very helpful in color selection. Shipping was extremely fast.",1 
"Love it. It was exactly as seen in the photos and the figure did not stick (as some other reviewers mentioned, perhaps they fixed that problem).",1 
"The little man gets stuck every time he passes the 12 if the hour hand is between 12 - 4. Cute clock but not functional if I have to move him",1 
"For the moment we still have not received the ordered clock. It was due to arrive between 20th and 23rd December... On the delivery tracking it is noted shipped but impossible to know more. Please let us know the status of our order.",1 
"The hanging man gets stuck on the minutes hand everytime it goes around and loses its “hanging” aesthetic",1
"Good quality and beautiful decoration’s",0 
"I needed a watch box which could fit 24 watches, and the seller was happy to make a custom box for me. The wood is nicely finished and it feels of great quality. It looks even better than in the pictures and I’m very happy with it. A small downside is the shipping. It did take long, as it was being shipped from Ukraine to Spain. However, I was not in a hurry and it was worth the wait. Overall 100% recommended if you’re okay with waiting a few weeks before it’s delivered.",1 
"Great workmanship and flexible customization. Seller was patient with my queries too!",1 
"A lovely, well made wooden box for my most valuable watches. A good purchase. It took a while to get here but, considering that Ukraine is at war, it's not surprising. It's rather remarkable that Ukraine is still able to pursue normal postal operations at all.",1 
"I haven't received it yet. January 18",1 
"Over all the box is beautiful. I love the color and the wood grains. Although I am very disappointed with the quality of the monogram on the glass lid. It seems very delicate and chips off very easily. Came delivered with a few chips in it already. Also it's just not very visible. I did choose to get engraving done on the box itself which turned out wonderful. The shipping took about a week longer than estimated and I was originally given the wrong tracking number so became a little concerned when I was notified my package was delivered to a different state. I did contact the seller and they were pretty prompt about responding with the proper tracking info.",1 
"The item corresponds to the description. Everything OK.",0 
"Great workmanship and flexible customization. Seller was patient with my queries too!",0
"Absolutely love it, don’t take it off",1 
"Great seller. The necklace was a gift and exactly how I imagined it would be 😊",0 53."Very pretty cute and strong enough",0 
"It is a lot smaller than on picture. Very disappointed",1 
"The item was broken where the chain was broken by the R in Rosina. Please send replacement or refund. Can not send a photograph as my camera is broken but I have Evri courier to witness the broken chain as I opened the package when she delivered it.",1 56."The item was broken where the chain was broken by the R in Rosina. Please send replacement or refund. Can not send a photograph as my camera is broken but I have Evri courier to witness the broken chain as I opened the package when she delivered it.", 57."Chain was two different colors . Ordered silver and part of my chain was rose gold . Don’t recommend . Tried to reach out to seller and never got a response ! Shipping was fast but don’t recommend quality wise"1 
"The quality is very poor, the clip on the necklace does not secure properly.",1 59."Unfortunately the item did not arrive and lost in the mail. However the seller was really helpful and offered a refund",1
"Money waste 😶‍🌫️ 10/ 000000000000000👎👎",0
"It irritates the skin and is very expensive. I do not recommend it",0 
"The fabric is cool and very comfortable and does not compress. The disadvantage is that the side opening is too large”,1 
"Perfect,Pick the larger size to fit",0
"It's crazy Everything is good about it 🥰🥰🤍",0
"Quality The quality of the jewellery set is amazing.",0
"Very nice Products is good 💯",0
"Very stylish, lightweight, well made and cost is very inexpensive. Highly recommended!",0 
"My son loves these shoes! He prefers shoes like this and it’s a good way not to break the bank. This is the second pair and the everything from the color to the fit it perfect,1 69."Nothing to dislike",0 
"As I said, these sneakers really feel good. I just hoping they last a while. If they don't , I will send another review. I play Pickleball and Disc Golf. So far so good!",1 71."These shoes are great! They arrived with no defects. The suede (or suede like) material, gives these shoes a special look. They are awesome.",1 
"My son has WIDE feet and needs a wide shoe (just like me). He is playing basketball and his old shoes are too small. He is very picky, like a lot of teens. He likes Nike, but Nike does not come in wide. I don't know why, but evidently, they refuse to make a wide shoe. Anyway, I took a chance on these Puma's because of the Wide Width. Plus they look decent and the price was pretty good. It says 9W on the Box and it says Wide Fit on the box, but they are NOT WIDE width. Just a regular shoe. Too tight for his feet. Had to return. Buyer Beware.",1 
"Worn 2.5 times total, left heal completely detached when I went to put them on a 3rd time. Pure Chinese garbage. Customer support at puma is completely useless. Sent them photos, Amazon receipt, zero response after that. I should have ordered DC instead EDIT: I never got my money back. No response from Puma, no response from Amazon. Very lame!!!,1 74."Cute, they are as seen in the pictures.",0 
"Love them",0
"Its a nice kit. Thought there would be more yarn on each roll. Ordered to make crotchet beaded bracelets. So the kit is not good for that craft need more yarn on rolls cant even make a child's bracelet. But nice kit as of a travel pack. Has Scissors, markers, hooks, needles, ext. They r good quality too."1 
"Everything was in the case as described, though it was all much smaller than expected.",1 
"Take all the thread out of the zippered case and it holds my crochet project nicely.",0 80."This crochet kit has a selection of small crochet hooks, 12 spools of crochet thread, and some useful accessories packed in a cute zippered case. I'm an intermediate-advanced crocheter, and ordered this because I was interested in the smaller sized hooks. I wouldn't recommend it for absolute beginners - I think it's a lot easier to learn with larger hooks and thicker yarn! Overall, it's a pretty good kit, and a good value.",1 
"Was a gift for grandma, it has everything you need and can easily complement it, we wanted a storage bag for her because she always misplaces her needles, scissors, etc. Perfect gift Great quality",1
"This light is so awesome! There is so many different effects you can do using the GOVEE App which is available for iOS & Android/Google Devices. This is specifically made for corners and it does a great job at lighting up the space. I am extremely pleased with the comfort of my bedroom with my Govee lights which adds the perfect touch and sets the mood. The light does not get hot when you touch it. The light is like a rubbery material and the installation process was super easy and quick. You can set a timer to have the lights turn off when you need them to and the possibilities of all the features and colors is endless! I highly recommend Govee products, I am so happy!! This does not come with a remote control but you can use your phone to connect the light with the Govee app and your phone is used as the remote. It’s super convenient but Govee does have an actual remote sold separately that you can add numerous Govee Products to the remote. Overall, the Govee Corner Stick light is a great addition to any room and adds the perfect amount of brightness that you can turn up or down. Govee has made their light’s special. You get to choose the brightness, the color(s), the effects as far as if you want your lights to stay still, jump around, move with the sounds around them, and tons more. ",1 
"These are the cheaper model Tower LED's but they work with the movie sync and with other RGB products by govee that we have. I ordered two of them. They were on sale, I would have bought a slightly upgraded model had they not been. Overall, easy setup, easy app usage and they light up a decent amount of room space.",1 
"Product is great and the app gives lots of customization available. But even better is the customer service. I had a problem with one of the lamps I bought and CS was super prompt and replaced the product very quickly and replacement product works like a charm. Very pleased!",0
"Home and kitchen---furniture, Black Farmhouse ,4 Pack Magnetic Spice Storage Rack Organizer for Refrigerator,YSJILIDE Wood Adjustable Small Desktop Bookshelf,Mead Spiral Notebook,Battling Top Set, Burst Gyro Toys,Jada Toys Pixar Cars 1:24 Lightning McQueen RC Remote Control Car,STANLEY IceFlow Stainless Steel Tumbler with Straw,Kids Train Decor Night Light,Winky Lux Glimmer Balm
"I don’t have a lot of space in my kitchen so I bought this as a coffee bar. The lights work well and you can set them up on a timer. I added marble looking shelf liners to it to keep it clean and I love the plugs on the top. On the large door I only removed one side of the film on the plastic so you couldn’t see in at my washing detergent, and then I put my window film on the small doors to hide the cat food I keep in there.",1 
"If you're looking to turn your dining room into a scene straight out of a chic farmhouse fantasy, this black farmhouse chandelier is your ticket. With six lights ready to cast a warm, inviting glow, your dinner parties are about to get a major upgrade. It’s like having a little piece of a rustic, industrial revolution right above your kitchen island or in your living room. Plus, it’s versatile enough to look like it’s always been part of your décor, whether you’re lighting up a cozy bedroom or making a grand statement in the foyer. Ready to add some candlelit charm without the wax? Hang this beauty up and watch your style points soar.",1 
"I will get the only negative comment out of the way first in this review. The packing job was a bit too loose in my opinion, for an item with parts that can easily get damaged or scratched. A more secured packaging method could definitely be done with more care for the item considered. That being said, my chandelier arrived in one piece with no damage to any of its parts, thankfully. It comes with a detailed, easy to follow instruction guide for assembly and installation, and all the hardware necessary to get the job done. I do suggest that for buyers without any residential electrical experience, time, stress and possible injury can be avoided by hiring a professional electrician to do the installation for you. You can save money by doing the assembly part yourself beforehand. The finished look is really beautiful. It is sophisticated without being over the top, a lovely, elegant piece of lighting decor that will add a lot of class to any room.",1 
"Made it easy and accessible to my main seasonings I use most. Fantastic Idea! They are strong and the magnets won't let anything move about. I'd buy again. Looks great, too!",0 
"I needed somewhere to put my water bottles. I have limited space and I needed them off my counters. These are ready to use right out of the package. I believe they can hold some weight. I put about 100 AA batteries in one of the smaller shelves, the magnet didn’t even budge! 2 are bigger in size than the other 2. I have 30oz water bottles in the bigger size. I think they look great. They seem pretty sturdy. I definitely recommend them! I bought them in prime day so I got a really good deal. But they are worth the money I spent!",1 90."I had a piece of stainless steel metal from a refrigerator door. I was unsure of how to use it. Then it occurred to me that I could hang the metal piece on the wall and attach these units to it and arrange our spices and other items in our pantry. We had room and it fit well. I know this is unusual. The magnets are very strong and held everything we needed. In fact, I got two more units of these and put up another stainless steel sheet that fit well. Our pantry is very well organized now. We can change the shelves as needed with ease.",0 
"The four shelves are not the same size. When they ship, each larger shelf has a smaller shelf that fits inside it. The bigger shelves can fit two rows of most of your typical-sized round or square spice bottles, but the smaller shelves are just small enough that you can only fit one row of spices. Additionally, the "holds up to 8 lbs" is extremely generous. There is absolutely no way these could hold 8 lbs securely. The magnet was very unstable (see video) with 4.5lbs and was barely hanging on with a total of just under 6lbs.I will be returning these.",1 
"I just received this product. As others say, the magnets are quite strong and I'm not concerned that it won't hold. I looked at the product description dimensions listed and it was perfect. Then they arrived and there are 2 of the 4 that are that size, and the other 2 are smaller, and only one row of my spice jars will fit. So now I have to order another set to get what was advertised. The product is fine, but 1 star for false advertising." 
"I ordered a set of 6 shelves and the set only includes 3. They are metal, they are magnetic, but there are only 3 of them.",1 
"I’m delighted with this piece. Obviously the little parts are on the cheap side, but once you’re using it you don’t see them at all. I love the adjustability. Highly recommend",0 
"Product arrived damaged and clearly used. There are large chips in the paint, scruff marks on all the pieces, and water rings from cups. I thankfully got the rings off but the rest is irreversible damage. Completely unacceptable for the office I was going to use it in. The screws are also plain metal, not even pretty silver or copper or black, and look ugly and unprofessional. There are also no refunds for damaged products with this company, so I wasted $25 dollars on something I could've found in better condition at goodwill. DO NOT buy this.",1 
"Good product.",0 
"A life saver for back to school shopping with multiple kids!",0 
"I always need scratch paper around for work. I got these notebooks as they help me organize my notes. Great notebooks for the price. It comes in different colors which helps me keep topics separated and organized. Highly recommend these for work or school.",1 99."Item is damaged. Cannot be used for school like this.",1
"GREAT school supply shopping place. I bought ALL of our kids school supplies online here on Amazon. Schools give a specific list and you have to follow it. Amazon made that SO EASY and CONVENIENT for myself as a busy parent. This product was one item on the list it was perfect size and great quality. What you see in product image and what you read in description is exactly y what you will get. Will purchase more from this seller if and when we need to refill.",0 
"We ordered this on an Amazon Prime day special. I was really aggravated because it was obviously damaged. The buttons on the front were at an angle, and the oven didn't work at all. I swear, I think vendors take advantage of Prime day to off-load damaged items. If you order this, check it and try it out RIGHT AWAY. A new one was sent right away, I must say. Other than that, the air fryer is much easier to use than my Instapot's air fryer. It's a standard toaster oven configuration, with 3 rack settings. One of the settings is just to flip the rack, but not a big deal. I made eggplant Parmesan and breaded the eggplant. I spritzed the cutlets with olive oil, but it wasn't a uniform application, so it didn't brown evenly. My fault. I tried spraying them with a commercial cooking spray, and they browned perfectly! I did enough eggplant to make 2 pans, and the air fryer component worked great. I tried regular fries, and sweet potato fries, and they did a nice job on those, too. Pretty satisfied.",1 
"I love this air Fryer, so much better than a toaster oven for toast, air fry option is great, very easy to use and fits easy on a kitchen counter.",0 
"1. first thing i required was LIGHTED display, others are hard to operate in dim lighting. next, i require a KNOB to spin for settings, others require tedious punching buttons. THIS IS NOT AN AIR FRYER (calling it that is for marketing - cuz air fryers are all the rage, it seems), it is a convection oven (blowing air), much better than conventional/standard oven, This oven keeps temperature even throughout without hot spots. ability to control both the top and bottom heating elements - there are so many uses for this. can't wait to try dehydrating fruits and meats (Jerky). the pre-sets are surprisingly accurate - I put a regular sized cake pan in oven and set it to bake - came out perfect. same for frozen pizza. i suggest you buy a $9 toaster for bread and bagels etc. cuz toasting bread takes three times longer in this oven vs. countertop toaster. if you’re looking for a versatile appliance that can handle various cooking methods, a convection oven is a great choice (and this one can cook large items). However, if you want crispy results with less oil than deep frying (and limited to a couple portions), an air fryer is the way to go!",1 
"Good quality toys! Good case! Both rippers for right and left spinners.",0 105."Excellent",0 
"Great quality and value for the price!",0 
"This is a Christmas gift",0 108."Too expensive for such poor quality. Not compatible with the real ones.",1 
"Excellent",0 
"My son was so happy to get this gift. His favorite bay blade broke on the first day. He said some of the bay blades are cheaply made. I replied, " I hope not because I spent a lot of money on that ",1 
"Don't let the cheap price tag and unknown brand name fool you, this is a super fun toy at a bargain price. I got it on a whim and my toddler loves it. Charging is easy and it has good battery life. Seems pretty durable too and survived many falls from 3-6 feet up onto hard wooden floors. For $14.49, I definitely got my money's worth already.",1 
"We got this for our 3 yr old and he has loved it. It's pretty easy for him to maneuver and I'd say battery life is decent. I like that it's rechargeable too, saves us buying new batteries all the time. The toy has a "turbo" mode which makes McQueen drive even faster - we all thought that was pretty cool! He's also quite sturdy and doesn't feel cheap.",1 113."It arrived well, and it works great, the charge is durable and comes with the cable for recharging",0 
"Good product",0 
"I’ve purchased over 5 or 6 cups within the last year. This is my first purchased via Amazon and it’s the first of this cup style (with the top handle). Having said this, my ice does not last long in this cup. This is the 30oz Classic Flip Straw Tumbler. I’ve tried sitting cold water in it overnight, I’ve tried sitting ice in it overnight, I’ve tried putting in the freezer with the top off…nothing has worked. I filled the cup with ice poured my water then topped it with more ice to the rim last night, now I’m drinking melted ice and it’s been less than 10 hours. My other cups would still have ice in it for another day or two. Don’t recommend this cup, or maybe it’s defective(not sure if that’s why it’s sold on this Amazon platform or not).UPDATE: I filled the cup with ice and let it stay for an hour. Emptied the ice and added ice and water and kept it for an hour. Emptied it and now I have a fresh cup of ice water that I sat in it overnight (from about 9:30pm to now it’s 9:39am). My cup is perspiring at the top and the ice didn’t hold as much as I thght it shld. I don’t know if it’s doing as the company designed it to do.",1 
"Love the product, keeps it cold, does the job, however only issue I see is it dents too quick. For a long time I used to buy the Tall Brand 64 oz bottles from Walmart due to having to replace them every 2 to 3 months I chose to spend the 55 dollars on this product, I loved it, however after only a few days it got bumped and dented super quickly, I thought they would be more sturdy than that given the excellent reviews, and everything I have seen and read on Stanley none the less it’s still a decent product",1 
"Keeps water cold, doesn’t leak, so cute! Everything I could ask for. Love that it has a straw but also a handle. You can put it in your bag and not worry about it leaking everywhere.",0 
"We all know a Stanley keeps the water cold for a long time, so I won’t go too much into that cause it’s the basic this keeps my water ice cold overnight type of spiel. What I really like about this Stanley is its leakproof design (when the straw is down) and its handle. I have brought this type of Stanley to Disney World, flights, and expos and it is super easy to carry. It’s my go-to on the go water bottle now… I might like it more than the standard Stanley.",1 
"Good",0 
"This was great quality, good value and definitely a great gift! I wrapped the base in plastic wrap and used it as a cake topper! Big hit at my grandson’s fourth birthday party!",1 
"My son loves this!",0 
"The boy who received this was very much pleased with it.",1 
"My great nephew loves trains and is autistic. He was just fascinated when his mom turned it on for him in his room.",1 
"The tint is just enough with just a little sparkle. Goes on easy and feels light. Stays on under reasonable conditions. Feels moisturizing too.",0 
"I usually get cheap lipsticks/balms, but wanted to try something new. Very moisturizing and I love the pink color that shows up, I add regular lip balm over it to mute it down if it's to bright for the look I'm going for. Light sweet scent is lovely, no taste. Easily my new favorite lip balm! For sure going to keep on ordering! Pricey but worth it.",1 
"I loved the feeling and color of this gloss. It changes color according to your ph balance. The color is natural looking, the formula is smooth and soft on application. I would definitely buy this again.",0 
"Love this "Unicorn" lip balm by Winky Lux. It smells and tastes good, and turns my lips into the prettiest shade of pink. The balm stick itself is pretty - it's a translucent color with glitter. Everything about this is so pretty!",1 
"t has several flavors in the bag something for everyone. Very good quality nice and fresh and delicious. Good value for the money.",1 
"The heat index here has been 108*. I was so afraid to order chocolate but it said they would arrive in with a cooling pack. They arrived in perfect condition. I did throw them in the fridge for an hour just in case, but they were great and did not melt. They taste so fresh. Great price! I ate too many already!" ,1
"They look nice! They fit in my cabinets perfectly. They are good quality and can be used for many things. They work good and are easy to clean. I would recommend these if you like to bake they have many sizes.",0
"So many wonderful items for such a great price. Nice quality bowls/measuring utensils.",0
"These bowls and lids are great. I love the shredder and slicer and they clean up easily in the dishwasher. I recommend placing the lids on the top dishwasher rack to ensure the lids maintain their shape but even on the bottom they maintain their shape and seal if you place them on the bowls and leave them on for a while. The sizes allow you to measure, mix, and store right in the bowls. The silicone base is the best feature and provides a firm foundation as you mix vigorously. The extra measuring tools and silicone utensils are a nice bonus. Would buy again as a gift!",1
"Love the variety of sizes and the lids help for storing food in the fridge. I also love that non-skirt bottoms. 135.The bowls are sturdy and gorgeous! I appreciate the fact that they have lids and graters. Also, my fiance does alot ok baking and he indicted that he had no issues in terms of the bowls sliding on the counter while mixing! Great buy! 
"I love this bowl set because the rubber bottoms make it easy to stir and mix. And the fact that they come with lids means I can use them for marinades. They make it easy to transport, as well. They also stack nicely, which is a space saver.",1
"This is my 2nd item out of all the 1000s of purchases that Im so impressed with. Many things are junky and you learn to live with but this just wow, from China on Amazon, once in the lifetime. Best 35bucks. Lids are not flimsy at all, every sizing spoon, I never even knew they made white and egg yoke separator tool, but now I have one, all important size bowls for cooking/baking, with nice silicone bottoms. I could brag about this item forever, not to mention it was delivered overnight. 2nd item FYI is Opolar 20000mah (for 40bucks), the best battery portable fan, we had that thing forever and still works like a champ. All the other 998 items I could trash but these 2 are treasures.",1
"My box was received taped over the little tab that locks into the lid. When I cut open the tape on the box I noticed there was only one large red lid that didn’t fit on any of the bowls. The largest bowl I received was the purple bottomed bowl. The bowls appear to be well made and the rubber bottom does seem to be a nice addition. The weight is good and the bowls seem solid. I can’t say much about the lid because I only received one that didn’t fit on anything and did not have a recessed area for the round graters. So the circular graters are useless. The functionality of the bowls are greatly reduced due to the lack of lids (no storage option) and I just feel deceived by the pictures that display a full set.",1 
"These lids are in no way air tight, at all. They will eventually pop up and off. Such a cool idea and a huge disappointment in reality.",0
"This could have been a fun purchase except the set I received is mismatched. Largest bowl has beige bottom instead of black like the rest of the set. For >$40 on sale, this is a disappointment. Will be returning.",1 
"I have been handwashing these lids and they still curve and morph. Had them a week or two and they no longer close tightly in the containers anymore. I do not recommend this item.",1 
"These bowls are scratching from normal use and i can't get company to reply horrible product",1
"I got this set for my daughter and just found out she never received the lids. She has been using the graters by hand. Can I buy a set of lids for her.",1
"This is a great skillet. You need to know that it is quite heavy. It is pre-seasoned and needs special care, nothing hard, very easy (you can find instructions on the internet). I am preparing eggs, steaks, vegetables, chicken, and many more foods on it. If you need a good, reliable cast iron skillet, this is the one to choose.",1. 
"The workmanship is beautiful. The extra handle is handy to use. The preconditioned pan needs to have water boiled in it for sterilization, before cooking food. Dispose of the hot water and wipe the pan dry. Set the pan back on heat removing all moisture from it's pores. While the pan is still semi-hot, put in very little oil, 5 drops and distribute with a paper towel. Coconut oil is best. For storage put in a paper towel and lid it. The pan is good for many generations. The only way this pan can be damaged is to throw a very hot pan in the snow.",1
"Cast iron is the way to go, and this is a great start! It is a MASSIVE skillet. I've cooked various foods on this, and they always come out perfect. Stuff like meat cooks the best, as it can get super hot, and as long as you use a heat-stable oil like animal fats, it will always come out tasting perfect and better than using a traditional nonstick skillet. This is an awesome skillet, and I will be buying from the company again in the near future!",1
"I was surprised how fast it heated up on our glass top stove. I fry an egg and some ham most mornings, the lid fits tightly so I can steam the egg. Afterwards when the pan cools I wash it with a little soap and hot water. Nothing is sticking to it. I do spray the pan with Crisco olive oil before putting the egg in the pan. It doesn't harm the glass top of the stove, but because it's relatively heavy I am careful how I set it on the stove and I don't move it around". 
